	target_text	input_text	prefix
1477	is it mold proof?	This item is Dap 18372 Ready-To-Use Kwik Seal Grout Repair, 4-Ounce . Used For Building Materials & Ladders,Flooring Accessories. The product is manufactured in United States.', 'A ready-to-use, water-resistant compound for small interior ceramic and mosaic wall tile installation and repair jobs. It offers superior stain resistance and requires no sealing. Cleans up easily with soap and water. Non-sanded.	ask_question
1478	Will this grout work in the shower floor tile?	This item is Dap 18372 Ready-To-Use Kwik Seal Grout Repair, 4-Ounce . Used For Building Materials & Ladders,Flooring Accessories. The product is manufactured in United States.', 'A ready-to-use, water-resistant compound for small interior ceramic and mosaic wall tile installation and repair jobs. It offers superior stain resistance and requires no sealing. Cleans up easily with soap and water. Non-sanded.	ask_question
1479	Can I use this over existing grout? it is dull and cleaners don't work	This item is Dap 18372 Ready-To-Use Kwik Seal Grout Repair, 4-Ounce . Used For Building Materials & Ladders,Flooring Accessories. The product is manufactured in United States.', 'A ready-to-use, water-resistant compound for small interior ceramic and mosaic wall tile installation and repair jobs. It offers superior stain resistance and requires no sealing. Cleans up easily with soap and water. Non-sanded.	ask_question
1480	Can this be used to repair loose floor tiles?	This item is Dap 18372 Ready-To-Use Kwik Seal Grout Repair, 4-Ounce . Used For Building Materials & Ladders,Flooring Accessories. The product is manufactured in United States.', 'A ready-to-use, water-resistant compound for small interior ceramic and mosaic wall tile installation and repair jobs. It offers superior stain resistance and requires no sealing. Cleans up easily with soap and water. Non-sanded.	ask_question
1481	Does this come in gray color	This item is Dap 18372 Ready-To-Use Kwik Seal Grout Repair, 4-Ounce . Used For Building Materials & Ladders,Flooring Accessories. The product is manufactured in United States.', 'A ready-to-use, water-resistant compound for small interior ceramic and mosaic wall tile installation and repair jobs. It offers superior stain resistance and requires no sealing. Cleans up easily with soap and water. Non-sanded.	ask_question
1482	Hello. Can the top layer of existing grout be removed (scraped off) and this product be placed over the top?	This item is Dap 18372 Ready-To-Use Kwik Seal Grout Repair, 4-Ounce . Used For Building Materials & Ladders,Flooring Accessories. The product is manufactured in United States.', 'A ready-to-use, water-resistant compound for small interior ceramic and mosaic wall tile installation and repair jobs. It offers superior stain resistance and requires no sealing. Cleans up easily with soap and water. Non-sanded.	ask_question
1483	Can I use it for filling cracks between vinyl tiles?	This item is Dap 18372 Ready-To-Use Kwik Seal Grout Repair, 4-Ounce . Used For Building Materials & Ladders,Flooring Accessories. The product is manufactured in United States.', 'A ready-to-use, water-resistant compound for small interior ceramic and mosaic wall tile installation and repair jobs. It offers superior stain resistance and requires no sealing. Cleans up easily with soap and water. Non-sanded.	ask_question
1484	How wide a crack will it fill?	DAP 3.0 Self-Leveling Concrete & Masonry High Performance Sealant is an advanced self-leveling concrete and mortar sealant that requires no tooling, making it ideal for filling cracks and gaps in horizontal surfaces. <br>Withstands foot & vehicle traffic after fully cured. <br>Can be applied in all weather and below freezing temperatures. <br>Wont crack or shrink & provides excellent adhesion, flexibility and durability for a permanent waterproof seal. <br>Can be exposed to water and moisture after only 3 hours without washing out rather than the 24-36 hour waiting period other caulks and sealants may require. <br>Paintable, low odor and VOC compliant. <br>Backed by a lifetime guarantee.', 'DAP Self-Leveling Concrete 3.0 is an advanced concrete and masonry sealant specially formulated with Kwik Dry Technology allowing it to be exposed to water and moisture after only three hours without washing out, unlike typical latex and silicone, caulks and sealants which may need a 24-36 hour waiting period. It is ideal for filling and sealing horizontal cracks in sidewalks, concrete driveways, above-ground foundations, patios, concrete steps, garage floors and other masonry surfaces. Self-Leveling Concrete 3.0 is all you need to know when it comes to tackling concrete repairs. Coverage: 49 linear feet at 3/16 diameter bead.	ask_question
1485	Is this watered down cement or some other substance?	DAP 3.0 Self-Leveling Concrete & Masonry High Performance Sealant is an advanced self-leveling concrete and mortar sealant that requires no tooling, making it ideal for filling cracks and gaps in horizontal surfaces. <br>Withstands foot & vehicle traffic after fully cured. <br>Can be applied in all weather and below freezing temperatures. <br>Wont crack or shrink & provides excellent adhesion, flexibility and durability for a permanent waterproof seal. <br>Can be exposed to water and moisture after only 3 hours without washing out rather than the 24-36 hour waiting period other caulks and sealants may require. <br>Paintable, low odor and VOC compliant. <br>Backed by a lifetime guarantee.', 'DAP Self-Leveling Concrete 3.0 is an advanced concrete and masonry sealant specially formulated with Kwik Dry Technology allowing it to be exposed to water and moisture after only three hours without washing out, unlike typical latex and silicone, caulks and sealants which may need a 24-36 hour waiting period. It is ideal for filling and sealing horizontal cracks in sidewalks, concrete driveways, above-ground foundations, patios, concrete steps, garage floors and other masonry surfaces. Self-Leveling Concrete 3.0 is all you need to know when it comes to tackling concrete repairs. Coverage: 49 linear feet at 3/16 diameter bead.	ask_question
1486	Is this product paintable?	DAP 3.0 Self-Leveling Concrete & Masonry High Performance Sealant is an advanced self-leveling concrete and mortar sealant that requires no tooling, making it ideal for filling cracks and gaps in horizontal surfaces. <br>Withstands foot & vehicle traffic after fully cured. <br>Can be applied in all weather and below freezing temperatures. <br>Wont crack or shrink & provides excellent adhesion, flexibility and durability for a permanent waterproof seal. <br>Can be exposed to water and moisture after only 3 hours without washing out rather than the 24-36 hour waiting period other caulks and sealants may require. <br>Paintable, low odor and VOC compliant. <br>Backed by a lifetime guarantee.', 'DAP Self-Leveling Concrete 3.0 is an advanced concrete and masonry sealant specially formulated with Kwik Dry Technology allowing it to be exposed to water and moisture after only three hours without washing out, unlike typical latex and silicone, caulks and sealants which may need a 24-36 hour waiting period. It is ideal for filling and sealing horizontal cracks in sidewalks, concrete driveways, above-ground foundations, patios, concrete steps, garage floors and other masonry surfaces. Self-Leveling Concrete 3.0 is all you need to know when it comes to tackling concrete repairs. Coverage: 49 linear feet at 3/16 diameter bead.	ask_question
1487	"I would like to remove the excess of ""Dap 18370 "" from surface. what is the best solvent for it?"	DAP 3.0 Self-Leveling Concrete & Masonry High Performance Sealant is an advanced self-leveling concrete and mortar sealant that requires no tooling, making it ideal for filling cracks and gaps in horizontal surfaces. <br>Withstands foot & vehicle traffic after fully cured. <br>Can be applied in all weather and below freezing temperatures. <br>Wont crack or shrink & provides excellent adhesion, flexibility and durability for a permanent waterproof seal. <br>Can be exposed to water and moisture after only 3 hours without washing out rather than the 24-36 hour waiting period other caulks and sealants may require. <br>Paintable, low odor and VOC compliant. <br>Backed by a lifetime guarantee.', 'DAP Self-Leveling Concrete 3.0 is an advanced concrete and masonry sealant specially formulated with Kwik Dry Technology allowing it to be exposed to water and moisture after only three hours without washing out, unlike typical latex and silicone, caulks and sealants which may need a 24-36 hour waiting period. It is ideal for filling and sealing horizontal cracks in sidewalks, concrete driveways, above-ground foundations, patios, concrete steps, garage floors and other masonry surfaces. Self-Leveling Concrete 3.0 is all you need to know when it comes to tackling concrete repairs. Coverage: 49 linear feet at 3/16 diameter bead.	ask_question
1488	Will this product stick - well - to plywood?	DAP 3.0 Self-Leveling Concrete & Masonry High Performance Sealant is an advanced self-leveling concrete and mortar sealant that requires no tooling, making it ideal for filling cracks and gaps in horizontal surfaces. <br>Withstands foot & vehicle traffic after fully cured. <br>Can be applied in all weather and below freezing temperatures. <br>Wont crack or shrink & provides excellent adhesion, flexibility and durability for a permanent waterproof seal. <br>Can be exposed to water and moisture after only 3 hours without washing out rather than the 24-36 hour waiting period other caulks and sealants may require. <br>Paintable, low odor and VOC compliant. <br>Backed by a lifetime guarantee.', 'DAP Self-Leveling Concrete 3.0 is an advanced concrete and masonry sealant specially formulated with Kwik Dry Technology allowing it to be exposed to water and moisture after only three hours without washing out, unlike typical latex and silicone, caulks and sealants which may need a 24-36 hour waiting period. It is ideal for filling and sealing horizontal cracks in sidewalks, concrete driveways, above-ground foundations, patios, concrete steps, garage floors and other masonry surfaces. Self-Leveling Concrete 3.0 is all you need to know when it comes to tackling concrete repairs. Coverage: 49 linear feet at 3/16 diameter bead.	ask_question
1489	can i use it in the bathroom	DAP 3.0 Self-Leveling Concrete & Masonry High Performance Sealant is an advanced self-leveling concrete and mortar sealant that requires no tooling, making it ideal for filling cracks and gaps in horizontal surfaces. <br>Withstands foot & vehicle traffic after fully cured. <br>Can be applied in all weather and below freezing temperatures. <br>Wont crack or shrink & provides excellent adhesion, flexibility and durability for a permanent waterproof seal. <br>Can be exposed to water and moisture after only 3 hours without washing out rather than the 24-36 hour waiting period other caulks and sealants may require. <br>Paintable, low odor and VOC compliant. <br>Backed by a lifetime guarantee.', 'DAP Self-Leveling Concrete 3.0 is an advanced concrete and masonry sealant specially formulated with Kwik Dry Technology allowing it to be exposed to water and moisture after only three hours without washing out, unlike typical latex and silicone, caulks and sealants which may need a 24-36 hour waiting period. It is ideal for filling and sealing horizontal cracks in sidewalks, concrete driveways, above-ground foundations, patios, concrete steps, garage floors and other masonry surfaces. Self-Leveling Concrete 3.0 is all you need to know when it comes to tackling concrete repairs. Coverage: 49 linear feet at 3/16 diameter bead.	ask_question
1490	is it good for around in ground pools	DAP 3.0 Self-Leveling Concrete & Masonry High Performance Sealant is an advanced self-leveling concrete and mortar sealant that requires no tooling, making it ideal for filling cracks and gaps in horizontal surfaces. <br>Withstands foot & vehicle traffic after fully cured. <br>Can be applied in all weather and below freezing temperatures. <br>Wont crack or shrink & provides excellent adhesion, flexibility and durability for a permanent waterproof seal. <br>Can be exposed to water and moisture after only 3 hours without washing out rather than the 24-36 hour waiting period other caulks and sealants may require. <br>Paintable, low odor and VOC compliant. <br>Backed by a lifetime guarantee.', 'DAP Self-Leveling Concrete 3.0 is an advanced concrete and masonry sealant specially formulated with Kwik Dry Technology allowing it to be exposed to water and moisture after only three hours without washing out, unlike typical latex and silicone, caulks and sealants which may need a 24-36 hour waiting period. It is ideal for filling and sealing horizontal cracks in sidewalks, concrete driveways, above-ground foundations, patios, concrete steps, garage floors and other masonry surfaces. Self-Leveling Concrete 3.0 is all you need to know when it comes to tackling concrete repairs. Coverage: 49 linear feet at 3/16 diameter bead.	ask_question
1491	expected lineal feet of coverage	DAP 3.0 Self-Leveling Concrete & Masonry High Performance Sealant is an advanced self-leveling concrete and mortar sealant that requires no tooling, making it ideal for filling cracks and gaps in horizontal surfaces. <br>Withstands foot & vehicle traffic after fully cured. <br>Can be applied in all weather and below freezing temperatures. <br>Wont crack or shrink & provides excellent adhesion, flexibility and durability for a permanent waterproof seal. <br>Can be exposed to water and moisture after only 3 hours without washing out rather than the 24-36 hour waiting period other caulks and sealants may require. <br>Paintable, low odor and VOC compliant. <br>Backed by a lifetime guarantee.', 'DAP Self-Leveling Concrete 3.0 is an advanced concrete and masonry sealant specially formulated with Kwik Dry Technology allowing it to be exposed to water and moisture after only three hours without washing out, unlike typical latex and silicone, caulks and sealants which may need a 24-36 hour waiting period. It is ideal for filling and sealing horizontal cracks in sidewalks, concrete driveways, above-ground foundations, patios, concrete steps, garage floors and other masonry surfaces. Self-Leveling Concrete 3.0 is all you need to know when it comes to tackling concrete repairs. Coverage: 49 linear feet at 3/16 diameter bead.	ask_question
1492	Can this product prevent water from seeping out of hairline cracks in basement floor after heavy rainfall?	DAP 3.0 Self-Leveling Concrete & Masonry High Performance Sealant is an advanced self-leveling concrete and mortar sealant that requires no tooling, making it ideal for filling cracks and gaps in horizontal surfaces. <br>Withstands foot & vehicle traffic after fully cured. <br>Can be applied in all weather and below freezing temperatures. <br>Wont crack or shrink & provides excellent adhesion, flexibility and durability for a permanent waterproof seal. <br>Can be exposed to water and moisture after only 3 hours without washing out rather than the 24-36 hour waiting period other caulks and sealants may require. <br>Paintable, low odor and VOC compliant. <br>Backed by a lifetime guarantee.', 'DAP Self-Leveling Concrete 3.0 is an advanced concrete and masonry sealant specially formulated with Kwik Dry Technology allowing it to be exposed to water and moisture after only three hours without washing out, unlike typical latex and silicone, caulks and sealants which may need a 24-36 hour waiting period. It is ideal for filling and sealing horizontal cracks in sidewalks, concrete driveways, above-ground foundations, patios, concrete steps, garage floors and other masonry surfaces. Self-Leveling Concrete 3.0 is all you need to know when it comes to tackling concrete repairs. Coverage: 49 linear feet at 3/16 diameter bead.	ask_question
1493	Is it made from food grade plastic?	Our polyethylene storage tanks range in size from 12 gallons to 15,000 gallons and are manufactured in a variety of shapes and styles. Common uses for our Liquid Storage Tanks include the storage of fertilizer solutions, agricultural chemicals, water, liquid feeds and plant foods. All of our tanks are rugged, corrosion resistant and lightweight with no seams, welds or joints to leak or rust. Norwesco tanks are manufactured using resins that meet FDA specifications to ensure safe storage of potable water, and where applicable, our tanks are also NSF approved. Quality, price, product line and leading edge technology make Norwesco North America's largest manufacturer of rotationally molded tanks.	ask_question
1494	Can you hook up a standard hose to it??	Our polyethylene storage tanks range in size from 12 gallons to 15,000 gallons and are manufactured in a variety of shapes and styles. Common uses for our Liquid Storage Tanks include the storage of fertilizer solutions, agricultural chemicals, water, liquid feeds and plant foods. All of our tanks are rugged, corrosion resistant and lightweight with no seams, welds or joints to leak or rust. Norwesco tanks are manufactured using resins that meet FDA specifications to ensure safe storage of potable water, and where applicable, our tanks are also NSF approved. Quality, price, product line and leading edge technology make Norwesco North America's largest manufacturer of rotationally molded tanks.	ask_question
1495	Would this fit on the rack on the back of my honda ATV? Id like to use it to water trees on my land... Has anyone done this?	Our polyethylene storage tanks range in size from 12 gallons to 15,000 gallons and are manufactured in a variety of shapes and styles. Common uses for our Liquid Storage Tanks include the storage of fertilizer solutions, agricultural chemicals, water, liquid feeds and plant foods. All of our tanks are rugged, corrosion resistant and lightweight with no seams, welds or joints to leak or rust. Norwesco tanks are manufactured using resins that meet FDA specifications to ensure safe storage of potable water, and where applicable, our tanks are also NSF approved. Quality, price, product line and leading edge technology make Norwesco North America's largest manufacturer of rotationally molded tanks.	ask_question
1496	tell me the measurements again L x W x H please ?	Our polyethylene storage tanks range in size from 12 gallons to 15,000 gallons and are manufactured in a variety of shapes and styles. Common uses for our Liquid Storage Tanks include the storage of fertilizer solutions, agricultural chemicals, water, liquid feeds and plant foods. All of our tanks are rugged, corrosion resistant and lightweight with no seams, welds or joints to leak or rust. Norwesco tanks are manufactured using resins that meet FDA specifications to ensure safe storage of potable water, and where applicable, our tanks are also NSF approved. Quality, price, product line and leading edge technology make Norwesco North America's largest manufacturer of rotationally molded tanks.	ask_question
1497	How tall is the tank?	Our polyethylene storage tanks range in size from 12 gallons to 15,000 gallons and are manufactured in a variety of shapes and styles. Common uses for our Liquid Storage Tanks include the storage of fertilizer solutions, agricultural chemicals, water, liquid feeds and plant foods. All of our tanks are rugged, corrosion resistant and lightweight with no seams, welds or joints to leak or rust. Norwesco tanks are manufactured using resins that meet FDA specifications to ensure safe storage of potable water, and where applicable, our tanks are also NSF approved. Quality, price, product line and leading edge technology make Norwesco North America's largest manufacturer of rotationally molded tanks.	ask_question
1498	I have the exact tank but lost the cap. Do you sell replacements?	Our polyethylene storage tanks range in size from 12 gallons to 15,000 gallons and are manufactured in a variety of shapes and styles. Common uses for our Liquid Storage Tanks include the storage of fertilizer solutions, agricultural chemicals, water, liquid feeds and plant foods. All of our tanks are rugged, corrosion resistant and lightweight with no seams, welds or joints to leak or rust. Norwesco tanks are manufactured using resins that meet FDA specifications to ensure safe storage of potable water, and where applicable, our tanks are also NSF approved. Quality, price, product line and leading edge technology make Norwesco North America's largest manufacturer of rotationally molded tanks.	ask_question
1499	Does the cap screw on or snap on and does it have a vent in the cap?	Our polyethylene storage tanks range in size from 12 gallons to 15,000 gallons and are manufactured in a variety of shapes and styles. Common uses for our Liquid Storage Tanks include the storage of fertilizer solutions, agricultural chemicals, water, liquid feeds and plant foods. All of our tanks are rugged, corrosion resistant and lightweight with no seams, welds or joints to leak or rust. Norwesco tanks are manufactured using resins that meet FDA specifications to ensure safe storage of potable water, and where applicable, our tanks are also NSF approved. Quality, price, product line and leading edge technology make Norwesco North America's largest manufacturer of rotationally molded tanks.	ask_question
1500	Wow is the tank if it has water in it when freezing weather happens? Do the tanks burst or expand and then go back when it thaws?	Our polyethylene storage tanks range in size from 12 gallons to 15,000 gallons and are manufactured in a variety of shapes and styles. Common uses for our Liquid Storage Tanks include the storage of fertilizer solutions, agricultural chemicals, water, liquid feeds and plant foods. All of our tanks are rugged, corrosion resistant and lightweight with no seams, welds or joints to leak or rust. Norwesco tanks are manufactured using resins that meet FDA specifications to ensure safe storage of potable water, and where applicable, our tanks are also NSF approved. Quality, price, product line and leading edge technology make Norwesco North America's largest manufacturer of rotationally molded tanks.	ask_question
1501	Can it be used as a fuel tank	Our polyethylene storage tanks range in size from 12 gallons to 15,000 gallons and are manufactured in a variety of shapes and styles. Common uses for our Liquid Storage Tanks include the storage of fertilizer solutions, agricultural chemicals, water, liquid feeds and plant foods. All of our tanks are rugged, corrosion resistant and lightweight with no seams, welds or joints to leak or rust. Norwesco tanks are manufactured using resins that meet FDA specifications to ensure safe storage of potable water, and where applicable, our tanks are also NSF approved. Quality, price, product line and leading edge technology make Norwesco North America's largest manufacturer of rotationally molded tanks.	ask_question
1502	does anyone know the dimensions	Our polyethylene storage tanks range in size from 12 gallons to 15,000 gallons and are manufactured in a variety of shapes and styles. Common uses for our Liquid Storage Tanks include the storage of fertilizer solutions, agricultural chemicals, water, liquid feeds and plant foods. All of our tanks are rugged, corrosion resistant and lightweight with no seams, welds or joints to leak or rust. Norwesco tanks are manufactured using resins that meet FDA specifications to ensure safe storage of potable water, and where applicable, our tanks are also NSF approved. Quality, price, product line and leading edge technology make Norwesco North America's largest manufacturer of rotationally molded tanks.	ask_question
1503	Could you tell me the shipping weight? Thank you		ask_question
1504	what are the dimensionns of this item		ask_question
1505	What is the weight and size of the shipping box		ask_question
1506	Do you have to crank the vice the entire way from where it is open or does the QR allow it to to be slid up to the work piece then tightened?		ask_question
1507	How much overhang on the bench top do you need and how thick of a top do you need?		ask_question
1508	Is it possible for grease from the screw to transfer onto the workpiece?		ask_question
1509	Does this remove scuff marks by buffing hardwood floor in kitchen, for example?	Koblenz has developed high quality floor care products for over 40 years that are targeted at solving real consumer needs in the both the domestic and industrial markets. Quality is designed into the product from its conception. An uncompromising commitment to quality and customer satisfaction is our goal. The Koblenz Heavy Duty Industrial Floor Machine is a durable floor cleaner that is effortless to operate with its 1.5 HP vibration free motor. The non marking sealed double ball bearing wheels protect your floor while they are cleaned, while the wrap around bumper guard gives added protection to walls and furniture. 17-inch burnishing pad for a wide cleaning path and the convenient 50-feet power cord is 14 gauge 3 wire grounded. The chrome steel handle prevents operator fatigue and protects against operator error. Cleaner has a 3 year warranty on motor, transmission and all parts, including labor.	ask_question
1510	What head do you use if you want to shampoo rugs and scrub garage floor?	Koblenz has developed high quality floor care products for over 40 years that are targeted at solving real consumer needs in the both the domestic and industrial markets. Quality is designed into the product from its conception. An uncompromising commitment to quality and customer satisfaction is our goal. The Koblenz Heavy Duty Industrial Floor Machine is a durable floor cleaner that is effortless to operate with its 1.5 HP vibration free motor. The non marking sealed double ball bearing wheels protect your floor while they are cleaned, while the wrap around bumper guard gives added protection to walls and furniture. 17-inch burnishing pad for a wide cleaning path and the convenient 50-feet power cord is 14 gauge 3 wire grounded. The chrome steel handle prevents operator fatigue and protects against operator error. Cleaner has a 3 year warranty on motor, transmission and all parts, including labor.	ask_question
1511	Do I need to use any kind of product with buff pad for shine	Koblenz has developed high quality floor care products for over 40 years that are targeted at solving real consumer needs in the both the domestic and industrial markets. Quality is designed into the product from its conception. An uncompromising commitment to quality and customer satisfaction is our goal. The Koblenz Heavy Duty Industrial Floor Machine is a durable floor cleaner that is effortless to operate with its 1.5 HP vibration free motor. The non marking sealed double ball bearing wheels protect your floor while they are cleaned, while the wrap around bumper guard gives added protection to walls and furniture. 17-inch burnishing pad for a wide cleaning path and the convenient 50-feet power cord is 14 gauge 3 wire grounded. The chrome steel handle prevents operator fatigue and protects against operator error. Cleaner has a 3 year warranty on motor, transmission and all parts, including labor.	ask_question
1512	Do you sell the pad driver? If so how much is it for the pad? Thanks	Koblenz has developed high quality floor care products for over 40 years that are targeted at solving real consumer needs in the both the domestic and industrial markets. Quality is designed into the product from its conception. An uncompromising commitment to quality and customer satisfaction is our goal. The Koblenz Heavy Duty Industrial Floor Machine is a durable floor cleaner that is effortless to operate with its 1.5 HP vibration free motor. The non marking sealed double ball bearing wheels protect your floor while they are cleaned, while the wrap around bumper guard gives added protection to walls and furniture. 17-inch burnishing pad for a wide cleaning path and the convenient 50-feet power cord is 14 gauge 3 wire grounded. The chrome steel handle prevents operator fatigue and protects against operator error. Cleaner has a 3 year warranty on motor, transmission and all parts, including labor.	ask_question
1513	is there a commercial machine that also has a hot steam emitting from the bottom?	Koblenz has developed high quality floor care products for over 40 years that are targeted at solving real consumer needs in the both the domestic and industrial markets. Quality is designed into the product from its conception. An uncompromising commitment to quality and customer satisfaction is our goal. The Koblenz Heavy Duty Industrial Floor Machine is a durable floor cleaner that is effortless to operate with its 1.5 HP vibration free motor. The non marking sealed double ball bearing wheels protect your floor while they are cleaned, while the wrap around bumper guard gives added protection to walls and furniture. 17-inch burnishing pad for a wide cleaning path and the convenient 50-feet power cord is 14 gauge 3 wire grounded. The chrome steel handle prevents operator fatigue and protects against operator error. Cleaner has a 3 year warranty on motor, transmission and all parts, including labor.	ask_question
1514	Is this machine powerful enough to use for carpet cleaning?	Koblenz has developed high quality floor care products for over 40 years that are targeted at solving real consumer needs in the both the domestic and industrial markets. Quality is designed into the product from its conception. An uncompromising commitment to quality and customer satisfaction is our goal. The Koblenz Heavy Duty Industrial Floor Machine is a durable floor cleaner that is effortless to operate with its 1.5 HP vibration free motor. The non marking sealed double ball bearing wheels protect your floor while they are cleaned, while the wrap around bumper guard gives added protection to walls and furniture. 17-inch burnishing pad for a wide cleaning path and the convenient 50-feet power cord is 14 gauge 3 wire grounded. The chrome steel handle prevents operator fatigue and protects against operator error. Cleaner has a 3 year warranty on motor, transmission and all parts, including labor.	ask_question
1515	what about wax? do we need to buy any wax or some other stuff?	Koblenz has developed high quality floor care products for over 40 years that are targeted at solving real consumer needs in the both the domestic and industrial markets. Quality is designed into the product from its conception. An uncompromising commitment to quality and customer satisfaction is our goal. The Koblenz Heavy Duty Industrial Floor Machine is a durable floor cleaner that is effortless to operate with its 1.5 HP vibration free motor. The non marking sealed double ball bearing wheels protect your floor while they are cleaned, while the wrap around bumper guard gives added protection to walls and furniture. 17-inch burnishing pad for a wide cleaning path and the convenient 50-feet power cord is 14 gauge 3 wire grounded. The chrome steel handle prevents operator fatigue and protects against operator error. Cleaner has a 3 year warranty on motor, transmission and all parts, including labor.	ask_question
1516	we have already got a scrubber machine do we still need the scrubbing pad?	Koblenz has developed high quality floor care products for over 40 years that are targeted at solving real consumer needs in the both the domestic and industrial markets. Quality is designed into the product from its conception. An uncompromising commitment to quality and customer satisfaction is our goal. The Koblenz Heavy Duty Industrial Floor Machine is a durable floor cleaner that is effortless to operate with its 1.5 HP vibration free motor. The non marking sealed double ball bearing wheels protect your floor while they are cleaned, while the wrap around bumper guard gives added protection to walls and furniture. 17-inch burnishing pad for a wide cleaning path and the convenient 50-feet power cord is 14 gauge 3 wire grounded. The chrome steel handle prevents operator fatigue and protects against operator error. Cleaner has a 3 year warranty on motor, transmission and all parts, including labor.	ask_question
1517	we wanna buy this machine for floor waxing, so im wondering what other parts do we need to buy?	Koblenz has developed high quality floor care products for over 40 years that are targeted at solving real consumer needs in the both the domestic and industrial markets. Quality is designed into the product from its conception. An uncompromising commitment to quality and customer satisfaction is our goal. The Koblenz Heavy Duty Industrial Floor Machine is a durable floor cleaner that is effortless to operate with its 1.5 HP vibration free motor. The non marking sealed double ball bearing wheels protect your floor while they are cleaned, while the wrap around bumper guard gives added protection to walls and furniture. 17-inch burnishing pad for a wide cleaning path and the convenient 50-feet power cord is 14 gauge 3 wire grounded. The chrome steel handle prevents operator fatigue and protects against operator error. Cleaner has a 3 year warranty on motor, transmission and all parts, including labor.	ask_question
1518	What is the speed of this machine? Is it 175 also?	Koblenz has developed high quality floor care products for over 40 years that are targeted at solving real consumer needs in the both the domestic and industrial markets. Quality is designed into the product from its conception. An uncompromising commitment to quality and customer satisfaction is our goal. The Koblenz Heavy Duty Industrial Floor Machine is a durable floor cleaner that is effortless to operate with its 1.5 HP vibration free motor. The non marking sealed double ball bearing wheels protect your floor while they are cleaned, while the wrap around bumper guard gives added protection to walls and furniture. 17-inch burnishing pad for a wide cleaning path and the convenient 50-feet power cord is 14 gauge 3 wire grounded. The chrome steel handle prevents operator fatigue and protects against operator error. Cleaner has a 3 year warranty on motor, transmission and all parts, including labor.	ask_question
1519	is there a hepa filter for this vacum? I know they sell hepa bags. How many filters are needed for this vacum?	This commercial upright vacuum is capable of taking on any task you throw at it. Durability is not an issue with its metal handle, bottom plate and brush roll. A 10A motor gives you plenty of power to clean with. Can't reach into the corners? The included telescopic extension wand, crevice tool and dusting brush will let you clean the tightest spaces. When you need a vacuum for the toughest jobs, Carpet Pro has you covered.	ask_question
1520	what is the weight of the unit?	This commercial upright vacuum is capable of taking on any task you throw at it. Durability is not an issue with its metal handle, bottom plate and brush roll. A 10A motor gives you plenty of power to clean with. Can't reach into the corners? The included telescopic extension wand, crevice tool and dusting brush will let you clean the tightest spaces. When you need a vacuum for the toughest jobs, Carpet Pro has you covered.	ask_question
1521	How well does it clean by its edges? Some vacuums clean well in the middle but not even close near the sides.	This commercial upright vacuum is capable of taking on any task you throw at it. Durability is not an issue with its metal handle, bottom plate and brush roll. A 10A motor gives you plenty of power to clean with. Can't reach into the corners? The included telescopic extension wand, crevice tool and dusting brush will let you clean the tightest spaces. When you need a vacuum for the toughest jobs, Carpet Pro has you covered.	ask_question
1522	Will this clean tile floors? I am aware there is no height adjustment. My Hoover C1414 -900 does a great job. It has height adjustments.	This commercial upright vacuum is capable of taking on any task you throw at it. Durability is not an issue with its metal handle, bottom plate and brush roll. A 10A motor gives you plenty of power to clean with. Can't reach into the corners? The included telescopic extension wand, crevice tool and dusting brush will let you clean the tightest spaces. When you need a vacuum for the toughest jobs, Carpet Pro has you covered.	ask_question
1523	do i have to unscrew the vacuum to change the filter?	This commercial upright vacuum is capable of taking on any task you throw at it. Durability is not an issue with its metal handle, bottom plate and brush roll. A 10A motor gives you plenty of power to clean with. Can't reach into the corners? The included telescopic extension wand, crevice tool and dusting brush will let you clean the tightest spaces. When you need a vacuum for the toughest jobs, Carpet Pro has you covered.	ask_question
1524	Does it have adjustable heights? Adjustable power?	This commercial upright vacuum is capable of taking on any task you throw at it. Durability is not an issue with its metal handle, bottom plate and brush roll. A 10A motor gives you plenty of power to clean with. Can't reach into the corners? The included telescopic extension wand, crevice tool and dusting brush will let you clean the tightest spaces. When you need a vacuum for the toughest jobs, Carpet Pro has you covered.	ask_question
1525	What tools does the Carpet Pro CTU2t have?	This commercial upright vacuum is capable of taking on any task you throw at it. Durability is not an issue with its metal handle, bottom plate and brush roll. A 10A motor gives you plenty of power to clean with. Can't reach into the corners? The included telescopic extension wand, crevice tool and dusting brush will let you clean the tightest spaces. When you need a vacuum for the toughest jobs, Carpet Pro has you covered.	ask_question
1526	i recently bought a carpet-pro cpu2t and there is only 1hook for the card wrap an it point up near the bottom of the handle. is there any way to wrap	This commercial upright vacuum is capable of taking on any task you throw at it. Durability is not an issue with its metal handle, bottom plate and brush roll. A 10A motor gives you plenty of power to clean with. Can't reach into the corners? The included telescopic extension wand, crevice tool and dusting brush will let you clean the tightest spaces. When you need a vacuum for the toughest jobs, Carpet Pro has you covered.	ask_question
